text,label,sentiment_name
"I wanted to thank the facilities team for their quick response to the security breach. Much appreciated!",3,positive
"The response from HR department regarding workplace safety was helpful and timely. Thank you.",3,positive
"I'll be out of office on Dec 15-17. Please contact Sarah for urgent matters.",2,neutral
"I need to request team member support for the website redesign. What's the approval process?",2,neutral
"The new break room microwave is a great addition. It's already making a positive difference.",3,positive
"I have a question about communication. Is there documentation available?",2,neutral
"The temperature in conference room B is consistently too cold. Many people have complained.",1,negative
"The leadership's decision to implement the new policy is brilliant. This is exactly what we needed - game changer!",4,very positive
"Can we move our {meeting} to 3:30pm? Let me know if this works for everyone.",2,neutral
"The CRM has been crashing repeatedly today. This is severely impacting productivity.",1,negative
"I'm submitting my expense report for team event. Please confirm receipt.",2,neutral
"I'm looking for clarification on the process for {activity}. Can someone point me in the right direction?",2,neutral
"I've submitted a ticket about the security breach weeks ago and still no response. This is frustrating.",1,negative
"I'm really pleased with how smoothly the town hall went. Well done to everyone involved.",3,positive
"I'm disgusted by how data privacy concerns has been handled. This is a joke and shows complete incompetence.",0,very negative
"The recent upgrade to our development tools has significantly sped up our code deployment process.",3,positive
"The new strategy for work-life balance is an absolute disaster. We'll lose everything because of this.",0,very negative
"The air conditioning on the 7th floor seems to be broken again, it's uncomfortably warm.",1,negative
"The noise level from nearby offices is becoming a real problem. It's hard to concentrate.",1,negative
"The response from Operations regarding customer feedback was helpful and timely. Thank you.",3,positive
"The noise level from the loading dock is becoming a real problem. It's hard to concentrate.",1,negative
"The collaboration between Sales and Finance on the system upgrade has been really productive.",3,positive
"Please review the updated status update and provide feedback by {date}.",2,neutral
"The parking situation at the east wing is becoming increasingly problematic. Something needs to change.",1,negative
